,description,book_id
1726,"
Millions of readers of"" Hatchet, The River, Brian's Winter,"" and ""Brian's Return"" know that Brian Robeson is at home in the Canadian wilderness. He has stood up to the challenge of surviving alone in the woods. He prefers being on his own in the natural world to civilization. When Brian finds a dog one night, a dog that is wounded and whimpering, he senses danger. The dog
Millions of readers of"" Hatchet, The River, Brian's Winter,"" and ""Brian's Return"" know that Brian Robeson is at home in the Canadian wilderness. He has stood up to the challenge of surviving alone in the woods. He prefers being on his own in the natural world to civilization. When Brian finds a dog one night, a dog that is wounded and whimpering, he senses danger. The dog is badly hurt, and as Brian cares for it, he worries about his Cree friends who live north of his camp. His instincts tell him to head north, quickly. With his new companion at his side, and with a terrible, growing sense of unease, he sets out to learn what happened. He sets out on the hunt. ""From the Hardcover edition.""
...more
",2913
1727,"
Revealing portraits of selected local artists and slice-of-life vignettes drawn from the city's pubs and lounges, this text encapsulates the sound and spirit of the blues as it is lived today. The author draws on years of his observations and interviews to paint a full picture of the Chicago blues world.
",2914
1728,"
""We want you to do it again.""These words, spoken to Brian Robeson, will change his life. Two years earlier, Brian was stranded alone in the wilderness for fifty-four days with nothing but a small hatchet. Yet he survived. Now the government wants him to do it again to go back into the wilderness so that astronauts and the military can learn the survival techniques that
""We want you to do it again.""These words, spoken to Brian Robeson, will change his life. Two years earlier, Brian was stranded alone in the wilderness for fifty-four days with nothing but a small hatchet. Yet he survived. Now the government wants him to do it again to go back into the wilderness so that astronauts and the military can learn the survival techniques that kept Brian alive.This time he won't be alone: Derek Holtzer, a government psychologist, will accompany him to observe and take notes. But during a freak storm, Derek is hit by lightning and falls into a coma. Their radio transmitter is dead. Brian is afraid that Derek will die of dehydration unless he can get him to a doctor. His only hope is to build a raft and try to transport Derek a hundred miles down the river to a trading post if the map he has is accurate.
...more
",2915
1729,"
Classic Chicago Blues Harp #1 is the second level lesson book in the Harmonica Masterclass Lesson Series. This book starts with more songs, exercises, and rhythm training, then leads you through a variety of bending techniques. You'll also learn many other more advanced techniques used by professional players, such as shakes, glissandos, breaks, and the different types of
Classic Chicago Blues Harp #1 is the second level lesson book in the Harmonica Masterclass Lesson Series. This book starts with more songs, exercises, and rhythm training, then leads you through a variety of bending techniques. You'll also learn many other more advanced techniques used by professional players, such as shakes, glissandos, breaks, and the different types of throat vibrato. This book will help you learn to use all of these techniques within a musical context. At the end of each chapter, you'll find review questions to help you make sure that you understood the main points covered. The D harmonica is used for most of the material in this book, but harmonicas in keys of A and C are also used.View the Harmonica Masterclass Series outline
...more
",2916
1730,"
When you grow up in a small town in the north woods, you have to make your own excitement. High spirits, idiocy, and showing off for the girls inspire Gary Paulsen and his friends to attempt:• Shooting waterfalls in a barrel • The first skateboarding • Jumping three barrels like motorcycle daredevil Evel Knievel–except they only have bikes • Hangliding with an Army surplus
When you grow up in a small town in the north woods, you have to make your own excitement. High spirits, idiocy, and showing off for the girls inspire Gary Paulsen and his friends to attempt:• Shooting waterfalls in a barrel • The first skateboarding • Jumping three barrels like motorcycle daredevil Evel Knievel–except they only have bikes • Hangliding with an Army surplus target kite • Bungee jumping • Wrestling . . . a bear? Extreme sports lead to extreme fun in new tales from Gary's boyhood. Author Biography: Gary Paulsen is the distinguished author of many critically acclaimed books for young people. His most recent Delacorte books are Guts and Caught by the Sea.
...more
",2917
1731,"
Blue Chicago takes us inside the world of contemporary urban blues clubs to uncover how iconic—yet empty—images of the blues are manufactured and sold to music fans and audiences. Drawing on countless nights in dozens of blues clubs throughout Chicago, David Grazian shows how this quest for authenticity has transformed the very shape of the blues experience. He explores
Blue Chicago takes us inside the world of contemporary urban blues clubs to uncover how iconic—yet empty—images of the blues are manufactured and sold to music fans and audiences. Drawing on countless nights in dozens of blues clubs throughout Chicago, David Grazian shows how this quest for authenticity has transformed the very shape of the blues experience. He explores the ways in which professional and amateur musicians, club owners, and city boosters define authenticity and dish it out to tourists and bar regulars. He also tracks the changing relations between race and the blues over the past several decades, including the increasing frustrations of black musicians forced to slog through the same set of overplayed blues standards for mainly white audiences night after night. In the end, Grazian finds that authenticity lies in the eye of the beholder: a nocturnal fantasy to some, an essential way of life to others, and a frustrating burden to the rest. ""Chicago has given the world distinctive forms of urban blues and urban sociology. . . . In Blue Chicago, David Grazian's lucid and bracingly unpious study of the blues scene, the two homegrown traditions meet with satisfying results.""—Carlo Rotella, Chicago Tribune 
...more
",2918
1732,"
You ever open your locker and find that some joker has left something really weird inside?Seventh-grader Dorso Clayman opens his locker door to find a dead body.Thirty seconds later it disappears. It’s not the first bizarre thing that has appeared in his locker and then vanished.Something’s going on. Somebody has decided to make Dorso and his buddy Frank the target of some
You ever open your locker and find that some joker has left something really weird inside?Seventh-grader Dorso Clayman opens his locker door to find a dead body.Thirty seconds later it disappears. It’s not the first bizarre thing that has appeared in his locker and then vanished.Something’s going on. Somebody has decided to make Dorso and his buddy Frank the target of some strange techno-practical jokes. The ultimate gamesters have hacked into the time line, and things from the past are appearing in the present. Soon, the jokes aren’t funny anymore—they’re dangerous. Dorso and Frank have got to beat the time hackers at their own game by breaking the code, before they get lost in the past themselves.From the Hardcover edition.
...more
",2919
1733,"
Fourteen-year-old Francis is heading west in a wagon train on the Oregon Trail when he’s kidnapped by Pawnees. His adventures during the two-year search for his family teach him how to live by the harsh code of the wilderness, and give readers an exciting panoramic vision of the West at a time of settlement and of war with Mexico. Along the way, Francis meets up with Mr.
Fourteen-year-old Francis is heading west in a wagon train on the Oregon Trail when he’s kidnapped by Pawnees. His adventures during the two-year search for his family teach him how to live by the harsh code of the wilderness, and give readers an exciting panoramic vision of the West at a time of settlement and of war with Mexico. Along the way, Francis meets up with Mr. Grimes, a one-armed mountain man, and later rescues Lottie and Billy, children abandoned on the prairie. Together the three encounter bandits, soldiers, storms, eccentric travellers, and discover an ancient treasure. But the real treasure lies at the end of the trail—Tucket’s home.
...more
",2920
1734,"
Chicago has always had a reputation as a ”wide open town” with a high tolerance for gangsters, illegal liquor, and crooked politicians. It has also been the home for countless black musicians and the birthplace of a distinctly urban blues—more sophisticated, cynical, and street-smart than the anguished songs of the Mississippi delta—a music called the Chicago blues. This
Chicago has always had a reputation as a ”wide open town” with a high tolerance for gangsters, illegal liquor, and crooked politicians. It has also been the home for countless black musicians and the birthplace of a distinctly urban blues—more sophisticated, cynical, and street-smart than the anguished songs of the Mississippi delta—a music called the Chicago blues. This is the history of that music and the dozens of black artists who congregated on the South and Near West Sides. Muddy Waters, Big Bill Broonzy, Howlin’ Wolf, Elmore James, Tampa Red, Little Walter, Jimmy Reed, Otis Rush, Sonny Boy Williamson, Junior Wells, Eddie Taylor—all of these giants played throughout the city and created a musical style that had imitators and influence all over the world.
...more
",2921
1735,"
When Raeburn Flerlage was asked to take a picture of Memphis Slim in 1959, he began a career that would produce some of the most fascinating and important photos ever taken of blues musicians. By shooting concert performances, studio sessions, interviews, and club shows, he became a fixture of the Chicago blues scene during the 1960s and early 70s, and captured some of
When Raeburn Flerlage was asked to take a picture of Memphis Slim in 1959, he began a career that would produce some of the most fascinating and important photos ever taken of blues musicians. By shooting concert performances, studio sessions, interviews, and club shows, he became a fixture of the Chicago blues scene during the 1960s and early 70s, and captured some of America’s greatest blues artists at the pinnacle of their careers: Muddy Waters, Little Walter, Howlin’ Wolf, Otis Spann, James Cotton, John Lee Hooker, Son House, and many more. Here, for the first time, are Raeburn’s greatest photos, reproduced in a beautiful format. From Howlin’ Wolf performing at legendary Pepper’s lounge to Otis Spann and James Cotton playing in Muddy Waters’ basement, these pictures bring to life one of the most incredible periods in American musical history.
...more
",2922
1736,"
Paulsen and his team of dogs endured snowstorms, frostbite, dogfights, moose attacks, sleeplessness, and hallucinations in the relentless push to go on. Map and color photographs.
",2923
1737,"
A chronicle of the Cubs memorable 2003 season, from opening day through the regular season to the Central Division Championship playoffs.
",2924
1738,"
Classic Chicago Blues Harp #2 follows book/CD #1 and is a progressive lesson book that walks you step-by-step from the intermediate stages of playing the harmonica to the very advanced. This lesson book is the main backbone to the Harmonica Masterclass Lesson Series. Classic Chicago Blues Harp takes the major techniques used by professional artists and teaches it to you.
Classic Chicago Blues Harp #2 follows book/CD #1 and is a progressive lesson book that walks you step-by-step from the intermediate stages of playing the harmonica to the very advanced. This lesson book is the main backbone to the Harmonica Masterclass Lesson Series. Classic Chicago Blues Harp takes the major techniques used by professional artists and teaches it to you. Each chapter finishes in a chapter review test to help you in understanding the main points covered in each chapter. The D major diatonic harmonica is primarily used in this book, the other keys are A and C.
...more
",2925
1739,"
The story of Chicago blues guitar in words and music. Chapters on choosing the right guitar, 12-bar blues, turnarounds, and blues scales. Special sections on slide techniques, backup, the shuffle lick, riffing, and soloing.
",2926
1740,"
Chicago is still the center of the blues, with clubs and musicians attracting fans from around the world. With this guide, readers can discover ""blue Chicago"" with clu + reviews, artist biographies, and album recommendations from a longtime local fan. Photos.
",2927
1741,"
In Hatchet, 13-year-old Brian Robeson learned to survive alone in the Canadian wilderness, armed only with his hatchet. He was rescued at the end of the summer. Brian's Winterbegins where Hatchet might have ended: Brian is not rescued, but must build on his survival skills to face his deadliest enemy--a northern winter.
",2928
1742,"
The booming industries of Chicago acted as a magnet for rural migrants from the Delta region of North Western Mississippi in the 1940s and 50s. The often painful adjustments made by these new arrivals in the 'Windy City' led to the rise of a new musical form, an electrified urban version of the blues that was soon ringing out from the bars and clubs of the city's South
The booming industries of Chicago acted as a magnet for rural migrants from the Delta region of North Western Mississippi in the 1940s and 50s. The often painful adjustments made by these new arrivals in the 'Windy City' led to the rise of a new musical form, an electrified urban version of the blues that was soon ringing out from the bars and clubs of the city's South Side.The impact that this music was to have on the development of popular music in the 20th century is impossible to overstate -- although its originators were often not the ones to pocket the profits. Blues lyrics -- concise, earthy, humorous, or downright dirty -- encapsulated the urban experience as no music had done before.
...more
",2929
1743,"
Gary Paulsen has owned dozens of unforgettable and amazing dogs. In each chapter he tells of one special dog, among them Cookie, the sled dog who saved his life; Snowball, the puppy he owned as a boy in the Philippines; Ike, his mysterious hunting companion; Dirk, the grim protector; and his true friend Josh, a brilliant border collie.
",2930
1744,"
A critically acclaimed tearjerker from a master storyteller: On one side of the border is brutality and heartache; on the other side--a new life.14yo Manny is an orphan in Juarez, Mexico. He competes with his bigger, meaner rivals for the coins American tourists throw off the bridge between Texas and his town. Across that heavily guarded bridge await a different world and
A critically acclaimed tearjerker from a master storyteller: On one side of the border is brutality and heartache; on the other side--a new life.14yo Manny is an orphan in Juarez, Mexico. He competes with his bigger, meaner rivals for the coins American tourists throw off the bridge between Texas and his town. Across that heavily guarded bridge await a different world and a better existence.On the night when Manny dares the crossing--through the muddy shallows of the Rio Grande, past the searchlights and the border patrol--the young man encounters an old stranger who could prove to be an ally or an enemy. Manny can't tell for certain. But if he is to achieve his dream, then he must be willing to risk everything--even his life.
...more
",2931
1745,"
Daniel Defoe relates the tale of an English sailor marooned on a desert island for nearly three decades. An ordinary man struggling to survive in extraordinary circumstances, Robinson Crusoe wrestles with fate and the nature of God. This edition features maps.
",2932
1746,"
 'A raging wave, mountain-like, came rowling a-stern of us...we were all swallowed up in a moment. The sole survivor of a shipwreck, Robinson Crusoe is washed up on a desert island. In his journal he chronicles his daily battle to stay alive, as he conquers isolation, fashions shelter and clothes, first encounters another human being and fights off cannibals and mutineers.

'A raging wave, mountain-like, came rowling a-stern of us...we were all swallowed up in a moment.
The sole survivor of a shipwreck, Robinson Crusoe is washed up on a desert island. In his journal he chronicles his daily battle to stay alive, as he conquers isolation, fashions shelter and clothes, first encounters another human being and fights off cannibals and mutineers. With Robinson Crusoe, Defoe wrote what is regarded as the first English novel, and created one of the most popular and enduring myths in literature. Written in an age of exploration and enterprise, it has been variously interpreted as an embodiment of British imperialist values, as a portrayal of 'natural man' or as a moral fable. But above all it is a brilliant narrative, depicting Crusoe's transformation from terrified survivor to self-sufficient master of his island.This edition contains a full chronology of Defoe's life and times, explanatory notes, glossary and a critical introduction discussing Robinson Crusoe as a pioneering work of modern psychological realism.
...more
",2933
1747,"
The Second Edition of the Norton Critical Edition of ""Robinson Crusoe"" is based on the Shakespeare Head Press reprint of the first-edition copy in the British Museum, with the ""Errata"" listed by Defoe’s publisher, William Taylor, incorporated into the text. Michael Shinagel has collated the reprint with all six authorized editions published by Taylor in 1719 to achieve a
The Second Edition of the Norton Critical Edition of ""Robinson Crusoe"" is based on the Shakespeare Head Press reprint of the first-edition copy in the British Museum, with the ""Errata"" listed by Defoe’s publisher, William Taylor, incorporated into the text. Michael Shinagel has collated the reprint with all six authorized editions published by Taylor in 1719 to achieve a text that is faithful to Defoe's original edition. Annotations assist the reader with obscure words and idioms, biblical references, and nautical terms.""Contexts"" helps the reader understand the novel’s historical and religious significance. Included are four contemporary accounts of marooned men, Defoe’s autobiographical passages on the novel’s allegorical foundation, and aspects of the Puritan emblematic tradition essential for understanding the novel’s religious aspects.""Eighteenth-and Nineteenth-Century Opinions"" is a comprehensive survey of early estimations by prominent literary and political figures, including Alexander Pope, Jean-Jacques Rousseau, Samuel Johnson, Samuel Taylor Coleridge, William Wordsworth, Edgar Allan Poe, Thomas Babington Macaulay, Charles Dickens, Karl Marx, and John Stuart Mill.""Twentieth-Century Criticism"" is a collection of fourteen essays (five of them new to the Second Edition) that presents a variety of perspectives on ""Robinson Crusoe"" by Virginia Woolf, Ian Watt, Eric Berne, Maximillian E. Novak, Frank Budgen, James Joyce, George A. Starr, J. Paul Hunter, James Sutherland, John J. Richetti, Leopold Damrosch, Jr., John Bender, Michael McKeon, and Carol Houlihan Flynn.A Chronology of Defoe’s life and work and an updated Selected Bibliography are also included.
...more
",2934
1748,"
This timeless tale begins with the restless longings of young Robinson Crusoe for travel and adventure and ends with the ultimate fusion of man's resourcefulness with the agents of nature.
",2935
1749,"
Robinson Crusoe is a young man who burns to escape from the mercantile life that his family expects him to pursue. Young Crusoe wants adventure - a chance to go off to sea and explore the world. Defying his father and spurning all warnings, Crusoe grabs a sudden opportunity to get on a departing ship. Despite several bad omens, he decides to l eave England behind and set
Robinson Crusoe is a young man who burns to escape from the mercantile life that his family expects him to pursue. Young Crusoe wants adventure - a chance to go off to sea and explore the world. Defying his father and spurning all warnings, Crusoe grabs a sudden opportunity to get on a departing ship. Despite several bad omens, he decides to l eave England behind and set off to sea for good. Crusoe quickly encounters a few of the hazards his father had warned him about. His joyous adventure is reduced to a series of calamitous mishaps, until he is finally shipwrecked alone on a tropical island.Left completely to his own devices, Crusoe proves to be amazingly resourceful. As the years pass, he builds a life for himself, thought he dreams of being from his captivity of isolation. As Crusoe wrestles with his fate, he ponders the nature of God and the sometimes conflicting impulses of the human animal. At long last, a stranger arrives - Friday, who enters Crusoe's self-contained existence and offers the immeasurable gift of human fellowship.In many ways, the world is a smaller place than it was when Daniel Defoe wrote Robinson Crusoe, but the human need for escape, for resilience and resourcefulness, and for companionship is as large as ever. Defoe's story of an ordinary man struggling to survive on a deserted island still reaches to the core of the human spirit.
...more
",2936
1750,"
Defoe’s classic story of adventure and survival as a shipwrecked Englishman finds himself stranded on a deserted island.After a fierce storm at sea, Robinson Crusoe is marooned on an uncharted island, with only a few bits of his wrecked ship’s flotsam and jetsam to sustain him. For more than two decades, he faces the wrath of nature and the struggle to stay alive with
Defoe’s classic story of adventure and survival as a shipwrecked Englishman finds himself stranded on a deserted island.After a fierce storm at sea, Robinson Crusoe is marooned on an uncharted island, with only a few bits of his wrecked ship’s flotsam and jetsam to sustain him. For more than two decades, he faces the wrath of nature and the struggle to stay alive with little more than his wits to save him. Then, following an encounter with cannibals, a tribesman named Friday becomes Crusoe’s only ally. As their relationship develops, the line between servant and friend begins to blur, and the possibility of freedom for them both at last looms on the horizon.
...more
",2937
1751,"
The dramatic, vibrant illustrations of noted American artist N. C. Wyeth enhance this large-format edition of Daniel Defoe's classic tale. The thrilling saga of the English sailor marooned on a desert island, originally published in 1719, is retold here for children aged 4 to 8, who will be captivated by the castaway's adventures and struggle for survival.
",2938
1752,"
Who has not dreamed of life on an exotic isle, far away from civilization? Here is the novel which has inspired countless imitations by lesser writers, none of which equal the power and originality of Defoe's famous book. Robinson Crusoe, set ashore on an island after a terrible storm at sea, is forced to make do with only a knife, some tobacco, and a pipe. He learns how
Who has not dreamed of life on an exotic isle, far away from civilization? Here is the novel which has inspired countless imitations by lesser writers, none of which equal the power and originality of Defoe's famous book. Robinson Crusoe, set ashore on an island after a terrible storm at sea, is forced to make do with only a knife, some tobacco, and a pipe. He learns how to build a canoe, make bread, and endure endless solitude. That is, until, twenty-four years later, when he confronts another human being. First published in 1719, Robinson Crusoe has been praised by such writers as James Joyce, Virginia Woolf, and Samuel Johnson as one of the greatest novels in the English language.  Daniel Defoe (1660-1731) trained for the ministry, became a political journalist, and finally, to many, became ""the father of the English novel."" He is also the author of Moll Flanders.
...more
",2939
1753,"
Robinson Crusoe is a novel by Daniel Defoe, first published on 25 April 1719. The first edition credited the work's protagonist Robinson Crusoe as its author, leading many readers to believe he was a real person and the book a travelogue of true incidents.Epistolary, confessional, and didactic in form, the book is presented as an autobiography of the title character (whose
Robinson Crusoe is a novel by Daniel Defoe, first published on 25 April 1719. The first edition credited the work's protagonist Robinson Crusoe as its author, leading many readers to believe he was a real person and the book a travelogue of true incidents.Epistolary, confessional, and didactic in form, the book is presented as an autobiography of the title character (whose birth name is Robinson Kreutznaer), a castaway who spends 28 years on a remote tropical desert island near Trinidad, encountering cannibals, captives, and mutineers, before ultimately being rescued. The story has been thought to be based on the life of Alexander Selkirk, a Scottish castaway who lived for four years on a Pacific island called ""Más a Tierra"", now part of Chile, which was renamed Robinson Crusoe Island in 1966.Despite its simple narrative style, Robinson Crusoe was well received in the literary world and is often credited as marking the beginning of realistic fiction as a literary genre. It is generally seen as a contender for the first English novel. Before the end of 1719, the book had already run through four editions, and it has gone on to become one of the most widely published books in history, spawning so many imitations, not only in literature but also in film, television and radio, that its name is used to define a genre, the Robinsonade.
...more
",2940
1754,"
Robinson Crusoe is a novel by Daniel Defoe, first published on 25 April 1719. The first edition credited the work's protagonist Robinson Crusoe as its author, leading many readers to believe he was a real person and the book a travelogue of true incidents.Epistolary, confessional, and didactic in form, the book is presented as an autobiography of the title character (whose
Robinson Crusoe is a novel by Daniel Defoe, first published on 25 April 1719. The first edition credited the work's protagonist Robinson Crusoe as its author, leading many readers to believe he was a real person and the book a travelogue of true incidents.Epistolary, confessional, and didactic in form, the book is presented as an autobiography of the title character (whose birth name is Robinson Kreutznaer), a castaway who spends 28 years on a remote tropical desert island near Trinidad, encountering cannibals, captives, and mutineers, before ultimately being rescued. The story has been thought to be based on the life of Alexander Selkirk, a Scottish castaway who lived for four years on a Pacific island called ""Más a Tierra"", now part of Chile, which was renamed Robinson Crusoe Island in 1966.Despite its simple narrative style, Robinson Crusoe was well received in the literary world and is often credited as marking the beginning of realistic fiction as a literary genre. It is generally seen as a contender for the first English novel. Before the end of 1719, the book had already run through four editions, and it has gone on to become one of the most widely published books in history, spawning so many imitations, not only in literature but also in film, television and radio, that its name is used to define a genre, the Robinsonade.
...more
",2941
1755,"
Immensely readable history by the author of Robinson Crusoe incorporates the author's celebrated flair for journalistic detail, and represents the major source of information about piracy in the early 18th century. Defoe recounts the daring and bloody deeds of such outlaws as Edward Teach (alias Blackbeard), Captain Kidd, Mary Read, Anne Bonny, many others.
",2942
1756,"
On the evening of 26th November 1703, a cyclone from the north Atlantic hammered into southern Britain at over seventy miles an hour, claiming the lives of over 8,000 people. Eyewitnesses reported seeing cows left stranded in the branches of trees and windmills ablaze from the friction of their whirling sails. For Defoe, bankrupt and just released from prison for seditious
On the evening of 26th November 1703, a cyclone from the north Atlantic hammered into southern Britain at over seventy miles an hour, claiming the lives of over 8,000 people. Eyewitnesses reported seeing cows left stranded in the branches of trees and windmills ablaze from the friction of their whirling sails. For Defoe, bankrupt and just released from prison for seditious writings, the storm struck during one of his bleakest moments. But it also furnished him with the material for his first book, and in his powerful depiction of private suffering and individual survival played out against a backdrop of public calamity we can trace the outlines of his later masterpieces such as A Journal of the Plague Year and Robinson Crusoe.
...more
",2943
1757,"
Defoe's account of the bubonic plague that swept London in 1665 remains as vivid as it is harrowing. Based on Defoe's own childhood memories and prodigious research, A Journal of the Plague Year walks the line between fiction, history, and reportage. In meticulous and unsentimental detail it renders the daily life of a city under siege; the often gruesome medical
Defoe's account of the bubonic plague that swept London in 1665 remains as vivid as it is harrowing. Based on Defoe's own childhood memories and prodigious research, A Journal of the Plague Year walks the line between fiction, history, and reportage. In meticulous and unsentimental detail it renders the daily life of a city under siege; the often gruesome medical precautions and practices of the time; the mass panics of a frightened citizenry; and the solitary travails of Defoe's narrator, a man who decides to remain in the city through it all, chronicling the course of events with an unwavering eye. Defoe's Journal remains perhaps the greatest account of a natural disaster ever written.This Modern Library Paperback Classic is set from the original edition published in 1722.
...more
",2945
1758,"
Daniel Defoe led an exciting and indeed precarious life. A provocative pamphleteer and journalist, a spy and double agent, a revolutionary and a dreamer, he was variously hunted by mobs with murderous intent and treated as a celebrity by the most powerful leaders of the country. Imprisoned many times, pilloried and reviled by his enemies, through it all he managed to
Daniel Defoe led an exciting and indeed precarious life. A provocative pamphleteer and journalist, a spy and double agent, a revolutionary and a dreamer, he was variously hunted by mobs with murderous intent and treated as a celebrity by the most powerful leaders of the country. Imprisoned many times, pilloried and reviled by his enemies, through it all he managed to produce some of the most significant literature of the eighteenth century. Daniel Defoe: Master of Fictions is the first biography to view Defoe's complex life through the angle of vision that is most important to us as modern readers--his career as a writer. Maximillian Novak, a leading authority on Defoe, ranges from the writer's earliest collection of brief stories, which he presented to his future wife under the sobriquet Bellmour, to his Compleat English Gentleman, left unpublished at his death. Novak illuminates such works as Robinson Crusoe and Moll Flanders, novels that changed the course of fiction in their time and have remained towering classics to this day. And he reveals a writer who was a superb observer of his times--an age of dramatic historical, political, and social change. Indeed, through his many pamphlets, newspapers, books of travel, and works of fiction, Defoe commented on everything from birth control to the price of coal, and from flying machines to the dangers of the plague.  Beautifully and authoritatively written, this is the first serious, full-scale biography of Defoe to appear in a decade. It gives us, for the first time, a full understanding of the thought and personal experience that lie behind some of the great works of English literature.
...more
",2946
1759,"
First published in 1884, Mark Twain's ""The Adventures of Huckleberry Finn"" is a masterpiece of world literature. Narrated by Huck himself in his artless vernacular, it tells of his voyage down the Mississippi with a runaway slave named Jim. As the two journey downstream on a raft, Huck's vivid descriptions capture the sights, smells, sounds, and rhythms of life on the
First published in 1884, Mark Twain's ""The Adventures of Huckleberry Finn"" is a masterpiece of world literature. Narrated by Huck himself in his artless vernacular, it tells of his voyage down the Mississippi with a runaway slave named Jim. As the two journey downstream on a raft, Huck's vivid descriptions capture the sights, smells, sounds, and rhythms of life on the great river. As they encounter traveling actors, con men, lynch mobs, thieves, and Southern gentility, his shrewd comments reveal the dark side of human nature. By the end of the story, Huck has learned about the dignity and worth of human life and Twain has exposed the moral blindness of the ""respectable"" slave-holding society in which he lives. Huckleberry Finn was Twain's greatest creation. Garrison Keillor approaches it with the respect and affection it deserves. ""This is an abridgement of Mark Twain's book, keeping the parts I loved as a boy Huck's story, the big river at night, the boasting of the raftsmen, the Duke and the Dauphin, the lynching, the feud and lopping off the last third of the book, where Tom Sawyer comes in and makes a big production of freeing Jim. I had Huck free him instead. If you enjoy the reading, I am sure Mr. Twain will forgive me."" Garrison Keillor""
...more
",2947
1760,"
America's favorite story teller reads Mark Twain's greatest story -- the broadly comic, ironic tale of a small-town boy and a runaway slave, together on a raft on the mighty Mississippi. It's one adventure after another, told with affection and unabashed joy.
",2948
1761,"
o Includes the authoritative texts for eleven pieces written between 1868 and 1902o Publishes, for the first time, the complete text of ""Villagers of 1840-3,"" Mark Twain's astounding feat of memoryo Features a biographical directory and notes that reflect extensive new research on Mark Twain's early life in MissouriThroughout his career, Mark Twain frequently turned for
o Includes the authoritative texts for eleven pieces written between 1868 and 1902o Publishes, for the first time, the complete text of ""Villagers of 1840-3,"" Mark Twain's astounding feat of memoryo Features a biographical directory and notes that reflect extensive new research on Mark Twain's early life in MissouriThroughout his career, Mark Twain frequently turned for inspiration to memories of his youth in the Mississippi River town of Hannibal, Missouri. What has come to be known as the Matter of Hannibal inspired two of his most famous books, Tom Sawyer and Huckleberry Finn, and provided the basis for the eleven pieces reprinted here. Most of these selections (eight of them fiction and three of them autobiographical) were never completed, and all were left unpublished. Written between 1868 and 1902, they include a diverse assortment of adventures, satires, and reminiscences in which the characters of his own childhood and of his best-loved fiction, particularly Huck Finn and Tom Sawyer, come alive again. The autobiographical recollections culminate in an astounding feat of memory titled ""Villagers of 1840-3"" in which the author, writing for himself alone at the age of sixty-one, recalls with humor and pathos the characters of some one hundred and fifty people from his childhood. Accompanied by notes that reflect extensive new research on Mark Twain's early life in Missouri, the selections in this volume offer a revealing view of Mark Twain's varied and repeated attempts to give literary expression to the Matter of Hannibal.Texts established by Dahlia Armon, Paul Baender, Walter Blair, William M. Gibson, and Franklin R. Rogers
...more
",2949
1762,"
''The Further Adventures of Huckleberry Finn'' begins when Huck is wrongly accused of the murder of Judge Thatcher. Along with the faithful Jim, Huck lights out for the territory, joining the 1849 Gold Rush and encountering on the trail a cast of characters as wily, scabrous, and entertaining as those in Twain's original.In this sequel Huck and Jim are a little older and a
''The Further Adventures of Huckleberry Finn'' begins when Huck is wrongly accused of the murder of Judge Thatcher. Along with the faithful Jim, Huck lights out for the territory, joining the 1849 Gold Rush and encountering on the trail a cast of characters as wily, scabrous, and entertaining as those in Twain's original.In this sequel Huck and Jim are a little older and a good deal wiser than they were originally. It is refreshing to see them holding their own in a world of grown-up nonsense and bullying, and it is especially gratifying to follow Jim as he slowly and painfully creates a newer, freer self.
...more
",2950
1763,"
This superb collection brings together Twain's finest works, plus reflections on Twain by some of our leading writers and scholars--all at a very affordable price.
",2951
1764,"
Sequel to The Adventures of Huckleberry Finn begun by Mark Twain in 1885, finished by Lee Nelson In 1885 while The Adventures of Huckleberry Finn was becoming one of the best-selling American classics of modern times, Mark Twain began this sequel in which Huck Finn, Tom Sawyer, and Jim head west on the trail of two white girls kidnapped by Sioux warriors, learning the hard
Sequel to The Adventures of Huckleberry Finn begun by Mark Twain in 1885, finished by Lee Nelson In 1885 while The Adventures of Huckleberry Finn was becoming one of the best-selling American classics of modern times, Mark Twain began this sequel in which Huck Finn, Tom Sawyer, and Jim head west on the trail of two white girls kidnapped by Sioux warriors, learning the hard way that “book Injuns and real Injuns ain’t the same.” Fifteen thousand words into the work, Twain stopped in the middle of a sentence, never to go back. The unfinished story sat on dusty shelves for more than a hundred years until the University of California cut a deal with Utah author Lee Nelson to finish it. The story, Huck Finn and Tom Sawyer Among the Indians, is the first new book with Mark Twain’s name on it in nearly a hundred years, with readers saying they can’t tell where Twain stops and Nelson begins. It is a story of adventure, wit, and wisdom with Tom and Huck seeking true love while tramping through hostile Indian country, befriending Bill Hickman and Porter Rockwell, stealing from the United States Army, then facing a gunfight and hangman’s noose in Sacramento, California. Said Lee Nelson: “I have no idea how Twain intended to finish the story, and I reason that he didn’t know either or he would have done it. I just hope that wherever he is, he enjoys my conclusion as much as I enjoyed his beginning.”
...more
",2952
